Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule)
0,78.10300000000001,78.10300000000001,screen dark,14.4583023952
0,9.086,9.086,wifi running,0.12535554416
9.086,14.378,5.292,wifi scan,1.2037638311999999
14.378,26.815,12.437000000000001,wifi radio,3.37148339878
26.815,78.10300000000001,51.28800000000001,wifi running,0.7075979692800001

