Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule)
0,78.935,78.935,screen dark,14.608974060000001
0,12.9,12.9,wifi running,0.17793486000000003
12.9,18.014,5.113999999999999,wifi scan,1.1630079809999998
18.014,35.916,17.901999999999997,wifi running,0.24692944679999998
35.916,52.552,16.636000000000003,wifi radio,4.508736132600001
52.552,78.935,26.383000000000003,wifi running,0.3639112722000001

