Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule)
0,78.241,78.241,screen dark,14.4871661528
0,75.197,75.197,wifi running,1.03769754484
75.197,78.241,3.043999999999997,wifi radio,0.8253715593199992

