Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule)
0,77.926,77.926,screen dark,14.5312664352
0,62.692,62.692,wifi running,0.87127335456
62.692,66.838,4.145999999999994,wifi scan,0.9499970267999984
66.838,77.926,11.088000000000008,wifi running,0.1540974758400001

