Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule)
0,78.086,78.086,screen dark,14.4551553824
0,36.316,36.316,wifi running,0.50103587296
36.316,78.086,41.769999999999996,wifi radio,11.3232179438

